Parameter,Value
level_inf,0
level_sup,1.2
inter,False
step,0.1
lim_inf,-4
lim_sup,4
step_domain,800
dna_length,10
input_size,1
hidden_size,12
output_size,1
epochs,50
lr,0.01
seed,20
pop_size,1200
N_gens,50
set_k,12
cross_method,Crossover_prof
one_point,2
length_per,10
mut_method,Flip_Bit_Mutation
hm_flip,2
hm_swap,2
likely_per,60
mut_per,60
cross_per,1080
Generation,Individual,Genome,Score
10,591,[0.1 0.3 0.  1.1 1.1 0.1 0.  1.  0.3 0.1],0.010969466529786587
10,592,[0.2 0.3 0.  1.1 1.1 0.1 0.  1.  0.3 0.1],0.010977359488606453
10,593,[0.1 0.3 0.  1.1 1.1 0.1 0.  1.  0.3 0.1],0.010977443773299456
10,594,[0.7 0.  0.  1.  1.1 0.  0.  1.  0.5 0.3],0.010995494667440653
10,595,[1.1 0.  0.  1.1 1.1 0.1 0.  1.1 1.1 0.4],0.011010549496859312
10,596,[0.7 0.  0.  1.  1.1 0.  0.  1.  0.5 0.3],0.01101263565942645
10,597,[0.7 0.  0.  1.1 1.1 0.  0.  1.  0.4 0.5],0.011019700206816196
10,598,[0.7 0.  0.  1.  1.1 0.  0.  1.  0.5 0.3],0.011019828729331493
10,599,[1.1 0.1 0.  1.1 1.1 0.1 0.  1.1 0.9 0.1],0.011033141985535622
10,600,[0.6 0.3 0.  1.1 1.1 0.1 0.  1.  0.3 1. ],0.011033677961677313
10,601,[0.8 0.3 0.  1.  1.1 0.  0.  0.9 0.3 0.3],0.011065384838730097
10,602,[0.  0.1 0.  1.1 1.1 0.  0.  1.  0.4 0.4],0.011073302011936903
10,603,[1.1 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.7],0.011074658017605543
10,604,[0.7 0.5 0.  1.  1.1 0.  0.  0.9 1.1 0.3],0.01108639594167471
10,605,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 1.1],0.01108702877536416
10,606,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.01108744740486145
10,607,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.011087795253843069
10,608,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.011088067200034857
10,609,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.01109118852764368
10,610,[1.1 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.5],0.011092213913798332
10,611,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 1.1],0.011093955021351576
10,612,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.011097419075667858
10,613,[0.8 0.3 0.  1.  1.1 0.  0.  1.  1.1 0.3],0.011098305229097605
10,614,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.011098603252321482
10,615,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.011101787444204092
10,616,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 1.1],0.011101800482720137
10,617,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.011101818643510342
10,618,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 1.1],0.011102825868874788
10,619,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.011104489210993052
10,620,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.01110538700595498
10,621,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.011105424258857965
10,622,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.011105706915259361
10,623,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.011106171645224094
10,624,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.01110689016059041
10,625,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.01110742287710309
10,626,[0.9 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011107449419796467
10,627,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.011110747698694468
10,628,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.011110987048596144
10,629,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.011113251093775034
10,630,[0.9 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011113582644611597
10,631,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.011116332840174437
10,632,[1.1 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011116948444396257
10,633,[0.9 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011118785943835974
10,634,[0.9 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.01111991936340928
10,635,[0.3 0.  0.  1.  1.1 0.  0.  0.8 1.1 1.1],0.01112043159082532
10,636,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.011120917275547981
10,637,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.01112666167318821
10,638,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.01112696947529912
10,639,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.011129305232316256
10,640,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011129815597087145
10,641,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011129963211715221
10,642,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011130383238196373
10,643,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.  0.3],0.011131033301353455
10,644,[0.4 0.  0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.011131997685879469
10,645,[1.1 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.01113365264609456
10,646,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.2],0.011134936939924955
10,647,[1.1 0.3 0.  1.1 1.1 0.  0.  1.  0.4 0.5],0.011135063599795103
10,648,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011135510634630919
10,649,[1.1 0.3 0.  1.1 1.1 0.  0.  1.  0.4 0.5],0.011136561632156372
10,650,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011138638947159052
10,651,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011139818001538515
10,652,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.1],0.011141614522784948
10,653,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011141768656671047
10,654,[0.  0.  0.  1.1 1.1 0.  0.  0.9 0.3 0.2],0.011142631061375141
10,655,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011143681593239307
10,656,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.01114425528794527
10,657,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011144423857331276
10,658,[0.3 0.3 0.  1.  1.1 0.  0.  1.  0.9 0.5],0.011144562158733606
10,659,[1.1 0.3 0.  1.1 1.1 0.  0.  1.  0.4 0.5],0.011144682765007019
10,660,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011145344004034996
10,661,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011146653443574905
10,662,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.5],0.011146823409944773
10,663,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.1],0.011147662531584501
10,664,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011148124933242798
10,665,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011148275341838598
10,666,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.1],0.011148682795464993
10,667,[0.7 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011149289086461067
10,668,[0.  0.  0.  1.1 1.1 0.  0.  0.9 0.3 0.2],0.011149397119879723
10,669,[0.  0.  0.  1.1 1.1 0.  0.  0.9 0.3 0.2],0.011151327285915613
10,670,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011153399012982845
10,671,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.1],0.011156939435750246
10,672,[0.7 0.  0.  1.  1.1 0.  0.  0.9 0.2 0.7],0.011157479602843523
10,673,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.  0.3],0.011157487984746695
10,674,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011157903354614973
10,675,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011160181369632483
10,676,[0.7 0.  0.  1.  1.1 0.  0.  0.9 0.2 0.7],0.011160244233906269
10,677,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011160981841385365
10,678,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011161080561578274
10,679,[0.  0.  0.  1.1 1.1 0.  0.  0.9 0.3 0.2],0.011161964852362871
10,680,[0.3 0.3 0.  1.  1.1 0.  0.  1.  0.9 0.5],0.011163524352014065
10,681,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011163983028382063
10,682,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011167336720973253
10,683,[0.  0.  0.  1.1 1.1 0.  0.  0.9 0.3 0.2],0.011172788217663765
10,684,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.01117408974096179
10,685,[0.6 0.  0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011174475774168968
10,686,[0.7 0.  0.  1.  1.1 0.  0.  0.9 0.2 0.7],0.011177071835845709
10,687,[0.5 0.  0.  1.  1.1 0.  0.  0.9 0.2 0.7],0.011191457509994507
10,688,[1.  0.3 0.  1.1 1.1 0.1 0.  1.1 0.9 0.4],0.011205294635146856
10,689,[0.  0.  0.  1.  1.1 0.  0.  0.8 1.1 0.1],0.011234010104089975
10,690,[0.7 0.  0.  1.  1.1 0.  0.  0.9 0.2 1. ],0.011242644861340523
10,691,[1.1 0.3 0.  1.1 1.1 0.1 0.  1.  0.1 0.5],0.011266948655247688
10,692,[0.1 0.3 0.  1.1 1.1 0.  0.  1.  0.3 0.1],0.011269158218055964
10,693,[0.1 0.3 0.  1.  1.1 0.1 0.  1.  0.7 0.1],0.011356147471815348
10,694,[0.7 0.2 0.  1.  1.1 0.  0.  0.8 1.1 0.7],0.011374406050890684
10,695,[0.7 0.2 0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011419754475355148
10,696,[0.7 0.2 0.  1.  1.1 0.  0.  0.8 1.1 0.5],0.011443065013736486
10,697,[0.7 0.2 0.  1.  1.1 0.  0.  0.8 1.1 0. ],0.011447828263044357
10,698,[0.7 0.  0.  1.  1.1 0.1 0.  0.9 1.1 1. ],0.011448008008301258
10,699,[0.7 0.2 0.  1.  1.1 0.  0.  0.8 1.1 0. ],0.011478205677121878
10,700,[0.1 0.3 0.  1.  1.1 0.1 0.  1.  0.3 0.1],0.011522389948368073
10,701,[0.7 0.3 0.  1.  1.1 0.  0.  0.8 1.1 1. ],0.011562243103981018
10,702,[0.1 0.3 0.  1.  1.1 0.1 0.  1.  0.3 0.1],0.011563945095986128
10,703,[0.8 0.3 0.  1.  1.1 0.  0.  0.8 1.1 0.3],0.011615176685154438
10,704,[0.7 0.7 0.  1.1 1.1 0.  0.  0.9 1.1 1. ],0.01162727689370513
10,705,[0.7 0.7 0.  1.1 1.1 0.  0.  0.9 1.1 1. ],0.011654902249574661
10,706,[0.6 0.7 0.  1.1 1.1 0.  0.  0.9 1.1 0.7],0.01168672926723957
10,707,[0.6 0.7 0.  1.  1.1 0.  0.  0.9 1.1 0.3],0.01169907208532095
10,708,[0.7 0.  0.  1.1 1.1 0.1 0.  0.9 1.1 0.7],0.011721361428499222
10,709,[0.7 0.  0.  1.  1.1 0.  0.  1.  0.2 0.7],0.011724431533366442
10,710,[0.6 0.5 0.  1.  1.1 0.  0.  0.9 0.1 0.3],0.011734029278159142
10,711,[0.2 0.7 0.  1.1 1.1 0.  0.  0.9 1.1 1. ],0.011774638667702675
10,712,[0.7 0.  0.  1.  1.1 0.  0.  0.8 0.4 1. ],0.01177786709740758
10,713,[1.1 0.3 0.  1.1 1.1 0.1 0.  0.9 0.9 0.1],0.01185107184574008
10,714,[0.7 0.  0.  1.1 1.1 0.  0.  0.8 1.1 1. ],0.011988555081188679
10,715,[1.1 0.  0.  1.1 1.1 0.  0.  0.8 1.1 0.7],0.0119946813210845
10,716,[0.7 0.  0.  1.1 1.1 0.  0.  0.8 1.1 1. ],0.012000683229416609
10,717,[0.6 0.  0.  1.1 1.1 0.  0.  0.8 1.1 1. ],0.01200251653790474
10,718,[0.8 0.3 0.  1.1 1.1 0.1 0.  0.9 1.1 0.3],0.01200428232550621
10,719,[0.3 0.  0.  1.1 1.1 0.  0.  0.8 1.1 1. ],0.01200452959164977
10,720,[0.7 0.  0.  1.1 1.1 0.  0.  0.8 1.1 1. ],0.012008158024400473
10,721,[1.1 0.  0.  1.1 1.1 0.  0.  0.8 1.1 0.7],0.012012471444904804
10,722,[0.7 0.  0.  1.1 1.1 0.  0.  0.8 1.1 1. ],0.012014196254312992
10,723,[0.6 0.  0.  1.1 1.1 0.  0.  0.8 1.1 0.7],0.012018400244414806
10,724,[1.1 0.3 0.  1.1 1.1 0.1 0.  0.9 0.3 1. ],0.012020730879157782
10,725,[0.7 0.  0.  1.1 1.1 0.  0.  0.8 1.1 1. ],0.012021637056022882
10,726,[1.1 0.3 0.  1.1 1.1 0.1 0.  0.9 1.1 0.1],0.012025369331240654
10,727,[1.1 0.3 0.  1.1 1.1 0.1 0.  0.9 1.1 0.1],0.012035033199936152
10,728,[0.7 0.  0.  1.1 1.1 0.  0.  0.8 1.1 1. ],0.01203590678051114
10,729,[0.6 0.  0.  1.1 1.1 0.  0.  0.8 1.1 0.3],0.012041102163493633
10,730,[0.6 0.  0.  1.1 1.1 0.  0.  0.8 1.1 0.3],0.012059660162776709
10,731,[0.6 0.  0.  1.1 1.1 0.  0.  0.8 1.1 0.2],0.012070904485881329
10,732,[0.7 0.3 0.  1.1 1.1 0.  0.  1.1 0.5 0.1],0.012403427623212337
10,733,[0.3 0.  0.  1.1 1.  0.  0.  0.9 1.1 0.5],0.012408068869262934
10,734,[0.7 0.3 0.  1.1 1.1 0.  0.  1.1 0.5 0.1],0.01245719799771905
10,735,[0.7 1.  0.  1.1 1.1 0.  0.  1.  0.9 0.5],0.012477491982281208
10,736,[0.6 0.  0.  1.  1.1 0.  0.  1.1 1.1 0.3],0.01249813986942172
10,737,[0.5 1.  0.  1.  1.1 0.  0.  0.9 0.6 0.3],0.012524407356977463
10,738,[0.7 0.  0.  1.  1.1 0.  0.  1.1 1.1 1. ],0.012532924301922321
10,739,[0.7 0.  0.  1.  1.1 0.  0.  1.1 1.1 1. ],0.012553674168884754
10,740,[0.7 0.  0.  1.1 1.1 0.  0.  0.8 0.4 1. ],0.012592925690114498
10,741,[0.7 0.  0.  0.9 1.1 0.  0.  0.9 1.1 0.7],0.012606448028236628
10,742,[0.6 1.  0.  1.1 1.1 0.  0.  0.9 1.1 0.7],0.012639035005122423
10,743,[0.5 1.  0.  1.  1.1 0.  0.  0.9 0.9 0.3],0.012643585912883282
10,744,[0.3 0.  0.  1.  1.1 0.  0.  1.1 0.9 0.5],0.012649890035390854
10,745,[0.5 1.  0.  1.  1.1 0.  0.  0.9 0.3 0.3],0.012673657853156328
10,746,[0.5 1.  0.  1.  1.1 0.  0.  0.9 1.1 1. ],0.012763009406626225
10,747,[0.5 1.  0.  1.  1.1 0.  0.  0.9 1.1 1. ],0.012765754479914904
10,748,[0.5 1.  0.  1.  1.1 0.  0.  0.9 1.1 1. ],0.012775271199643612
10,749,[0.7 1.  0.  1.  1.1 0.  0.  0.9 1.1 0.3],0.012786217499524355
10,750,[0.5 0.7 0.  1.1 1.  0.1 0.  0.9 0.7 0.2],0.012797330040484667
10,751,[0.5 1.  0.  1.  1.1 0.  0.  0.9 1.1 0.4],0.012845664285123348
10,752,[0.5 1.  0.  1.  1.1 0.  0.  0.9 1.1 0.3],0.01285240938887
10,753,[0.5 1.  0.  1.  1.1 0.  0.  0.9 1.1 0.3],0.012856376357376575
10,754,[0.5 1.  0.  1.  1.1 0.  0.  0.9 1.1 0.3],0.012857694644480944
10,755,[0.5 1.  0.  1.  1.1 0.  0.  0.9 1.1 0.3],0.012862872332334518
10,756,[0.5 1.  0.  1.  1.1 0.  0.  0.9 1.1 0.3],0.012863628566265106
10,757,[0.5 1.  0.  1.  1.1 0.  0.  0.9 0.1 0.3],0.01286719273775816
10,758,[0.5 1.  0.  1.  1.1 0.  0.  0.9 1.1 0.3],0.012868016958236694
10,759,[0.5 1.  0.  1.  1.1 0.  0.  0.9 1.1 0.3],0.012877174653112888
10,760,[0.5 1.  0.  1.  1.1 0.  0.  0.9 1.1 0.3],0.012878233566880226
10,761,[0.5 1.  0.  1.  1.1 0.  0.  0.9 1.1 0.3],0.01287834346294403
10,762,[0.5 1.  0.  1.  1.1 0.  0.  0.9 1.1 0.3],0.012880633119493723
10,763,[0.5 1.  0.  1.  1.1 0.  0.  0.9 1.1 0.3],0.012884767726063728
10,764,[0.5 1.  0.  1.  1.1 0.  0.  0.9 1.1 0.3],0.01290512690320611
10,765,[0.3 1.  0.  1.  1.1 0.  0.  0.9 1.1 0.3],0.012963468674570322
10,766,[0.5 1.1 0.  1.1 1.1 0.  0.  0.9 1.1 1.1],0.012971912045031786
10,767,[1.1 1.  0.  1.  1.1 0.  0.  1.  0.9 0.5],0.0129913161508739
10,768,[0.2 1.  0.  1.  1.1 0.  0.  0.9 1.1 0.3],0.013011237140744925
10,769,[0.8 0.3 0.  1.  1.1 0.  0.  1.1 1.1 0.3],0.013020392041653395
10,770,[0.6 0.  0.  0.9 1.1 0.  0.  0.8 1.1 1. ],0.01305302232503891
10,771,[0.8 0.3 0.  1.  1.1 0.  0.  1.1 1.1 0.3],0.01305792760103941
10,772,[0.7 0.  0.  0.9 1.1 0.  0.  0.8 1.1 1. ],0.013070252258330584
10,773,[0.8 0.3 0.  1.  1.1 0.  0.  1.1 1.1 0.3],0.013078825082629919
10,774,[0.6 0.  0.  0.9 1.1 0.  0.  0.8 0.9 1. ],0.01311040110886097
10,775,[0.6 0.  0.  0.9 1.1 0.  0.  0.8 0.9 0.1],0.013116699643433094
10,776,[0.7 0.  0.  0.9 1.1 0.  0.  0.8 0.9 1. ],0.013119103852659464
10,777,[0.6 0.  0.  0.9 1.1 0.  0.  0.8 0.9 1. ],0.013157094828784466
10,778,[0.3 1.  0.  1.  1.1 0.  0.  1.  0.9 0.5],0.01334936823695898
10,779,[1.  0.3 0.  1.  1.1 0.  0.  1.1 0.4 0.5],0.013501361943781376
10,780,[0.7 0.  0.  0.9 1.1 0.  0.  0.8 0.4 0.3],0.013624170795083046
10,781,[0.7 0.  0.  0.9 1.1 0.  0.  0.8 0.4 1. ],0.013726558536291122
10,782,[0.3 1.1 0.  1.  1.1 0.  0.  1.  0.9 0.5],0.0137394480407238
10,783,[0.7 0.  0.  0.9 1.1 0.  0.  0.8 0.4 1. ],0.013746656011790037
10,784,[0.7 0.  0.  0.9 1.1 0.  0.  0.8 0.4 1. ],0.013747396878898144
10,785,[0.7 0.  0.  0.9 1.1 0.  0.  0.8 0.4 1.1],0.013751454651355743
10,786,[0.7 0.  0.  0.9 1.1 0.  0.  0.8 0.4 1. ],0.01376505009829998
10,787,[0.7 0.  0.  0.9 1.1 0.  0.  0.8 0.4 1. ],0.013791453558951616
10,788,[0.5 0.7 0.  1.1 1.  0.1 0.  1.  0.7 0.2],0.014445131178945303
10,789,[0.3 0.  0.2 1.  1.1 0.  0.  1.  0.9 0.5],0.015044286381453276
10,790,[0.7 0.  0.2 1.  1.1 0.  0.  0.9 1.1 0.3],0.015539626125246286
10,791,[0.3 0.  0.2 1.1 1.1 0.  0.  1.  1.1 0.5],0.015760841313749552
10,792,[0.5 0.7 0.  1.1 1.  0.1 0.  0.9 0.7 0.2],0.01583311567083001
10,793,[0.7 1.  0.  0.9 1.1 0.  0.  0.8 0.4 1. ],0.015928935259580612
10,794,[1.1 0.  0.2 1.1 1.1 0.  0.  0.8 1.1 0.7],0.01922115869820118
10,795,[0.7 0.  0.  0.8 1.1 0.  0.  1.  0.9 0.5],0.019446362741291523
10,796,[0.3 0.  0.  1.  0.8 0.  0.  1.  0.9 1. ],0.022888273000717163
10,797,[0.6 0.  0.  1.1 1.1 0.3 0.  0.9 1.1 0.7],0.02366811688989401
10,798,[0.3 0.  0.  1.1 1.1 0.3 0.  0.9 1.1 0.3],0.023732535541057587
10,799,[0.5 0.  0.  1.1 1.1 0.3 0.  0.9 1.1 0.3],0.02374821901321411
10,800,[0.5 0.  0.  1.1 1.1 0.3 0.  0.9 1.1 0.3],0.0237635625526309
10,801,[0.5 0.  0.  1.1 1.1 0.3 0.  0.9 1.1 0.3],0.023772677406668663
10,802,[0.5 0.  0.  1.1 1.1 0.3 0.  0.9 1.1 0.3],0.023784209974110126
10,803,[0.6 0.  0.  1.1 0.8 0.  0.  0.9 1.1 0.7],0.025912323966622353
10,804,[0.7 0.  0.  1.1 0.8 0.  0.  0.8 1.  0.3],0.028554449789226055
10,805,[0.1 0.3 0.  0.7 1.1 0.1 0.  1.  0.3 0.1],0.030476863496005535
10,806,[1.  0.  0.  1.1 1.1 0.4 0.  1.  1.1 0.3],0.03060312382876873
10,807,[0.7 0.  0.  0.7 0.8 0.  0.  0.8 1.  0.3],0.031038034707307816
10,808,[0.7 0.  0.  0.7 0.8 0.  0.  0.8 1.  0.3],0.031041494570672512
10,809,[0.7 0.  0.  0.7 0.8 0.  0.  0.8 1.  0.3],0.031046008691191673
10,810,[0.7 0.  0.  0.7 0.8 0.  0.  0.8 1.  0.3],0.03104996122419834
10,811,[0.7 0.  0.  0.7 0.8 0.  0.  0.8 1.  0.3],0.0310511477291584
10,812,[1.  0.  0.  1.  1.1 0.4 0.  1.  0.9 0.3],0.0317789725959301
10,813,[1.  0.  0.  1.  1.1 0.4 0.  1.  1.1 0.3],0.03215840458869934
10,814,[1.  0.  0.  1.  1.1 0.4 0.  1.  1.1 0.3],0.03215947933495045
10,815,[0.7 0.  0.5 1.  1.1 0.  0.  1.  0.5 1. ],0.0339775076135993
10,816,[0.7 0.  0.5 1.  1.1 0.  0.  1.  0.5 0.8],0.034001387655735016
10,817,[0.7 0.  0.5 1.  1.1 0.  0.  1.  0.5 0.3],0.03402498085051775
10,818,[0.7 0.  0.5 1.  1.1 0.  0.  1.  0.5 0.3],0.034037450328469276
10,819,[0.7 0.  0.5 1.  1.1 0.  0.  1.  0.5 0.3],0.03404064290225506
10,820,[0.7 0.  0.5 1.  1.1 0.  0.  1.  0.5 0.3],0.034043049439787865
10,821,[0.7 0.  0.5 1.  1.1 0.  0.  1.  0.5 0.3],0.03404952771961689
10,822,[0.7 0.  0.5 1.  1.1 0.  0.  1.  0.5 0.3],0.034049879759550095
10,823,[0.7 0.  0.5 1.  1.1 0.  0.  1.  0.5 0.3],0.034051837399601936
10,824,[0.7 0.  0.5 1.  1.1 0.  0.  1.  0.5 0.3],0.03406204469501972
10,825,[0.3 0.  0.  1.  1.1 0.  0.1 0.4 0.9 0.5],0.03407257795333862
10,826,[0.1 0.  0.5 1.  1.1 0.  0.  1.  0.5 0.3],0.03407568484544754
10,827,[0.7 0.  0.5 1.  1.1 0.  0.  1.  0.5 0.3],0.03409330174326897
10,828,[0.7 0.  0.5 1.  1.1 0.  0.  1.  0.5 0.3],0.034098848700523376
10,829,[0.7 0.  0.5 1.  1.1 0.  0.  1.  0.3 0.3],0.03411052189767361
10,830,[1.  0.  0.  1.  1.1 0.4 0.  1.  1.1 0.3],0.03436211310327053
10,831,[0.7 0.3 0.5 1.  1.1 0.  0.  1.  0.5 0.3],0.034769266843795776
10,832,[1.  0.  0.  1.  1.1 0.4 0.  0.9 1.1 0.3],0.035607898607850075
10,833,[1.  0.  0.  1.  1.1 0.4 0.  0.9 1.1 0.3],0.035662705078721046
10,834,[0.7 0.5 0.  1.  1.1 0.4 0.  0.9 1.1 0.3],0.035788530483841896
10,835,[0.7 0.5 0.  1.  1.1 0.4 0.  0.9 1.1 0.3],0.03580348938703537
10,836,[0.7 0.5 0.  1.  1.1 0.4 0.  0.9 1.1 0.3],0.035809896886348724
10,837,[0.7 0.5 0.  1.  1.1 0.4 0.  0.9 1.1 0.3],0.035814642906188965
10,838,[0.7 0.5 0.  1.  1.1 0.4 0.  0.9 1.1 0.3],0.03581719845533371
10,839,[1.1 0.  0.5 1.  1.1 0.  0.  0.9 0.8 1. ],0.03598339855670929
10,840,[0.7 0.  0.5 1.1 1.1 0.  0.  1.  0.5 0.3],0.036059290170669556
10,841,[0.7 0.  0.5 1.  1.1 0.1 0.  1.  0.5 0.3],0.03635988384485245
10,842,[0.7 0.  0.5 1.  1.1 0.  0.  0.9 1.1 0.3],0.03654887340962887
10,843,[1.1 0.  0.  0.9 0.7 1.1 0.  0.8 1.1 0.1],0.03658209182322025
10,844,[0.5 1.  0.  1.  0.7 0.  0.  0.9 1.1 0.3],0.0366421639919281
10,845,[0.  0.  0.5 0.9 1.1 1.1 0.  0.9 1.  0.3],0.03689564764499664
10,846,[0.  0.  0.5 0.9 1.1 0.  0.  0.9 1.  0.3],0.03703702427446842
10,847,[0.  0.3 0.5 1.1 1.1 0.  0.  1.  1.1 1. ],0.037304939702153206
10,848,[0.  0.3 0.5 1.1 1.1 0.  0.  1.  1.1 0.4],0.03749567084014416
10,849,[0.  0.3 0.5 1.1 1.1 0.  0.  1.  1.1 0.4],0.037495896220207214
10,850,[0.  0.3 0.5 1.1 1.1 0.  0.  1.  1.1 0.4],0.03749695047736168
10,851,[0.7 0.  0.  1.1 0.7 0.  0.  0.9 1.1 1. ],0.03766787424683571
10,852,[0.5 0.  0.  1.1 0.7 0.  0.  0.9 1.1 0.4],0.03775603510439396
10,853,[0.1 0.  0.5 1.1 1.1 0.1 0.  1.  0.3 0.1],0.03809511661529541
10,854,[0.6 1.  0.  1.1 0.7 0.  0.  0.9 1.  0.3],0.038333186879754066
10,855,[0.3 0.  0.2 1.1 1.1 0.4 0.  1.  0.9 0.5],0.03835315443575382
10,856,[0.3 0.  0.2 1.  1.1 0.4 0.  1.  0.9 0.5],0.03886832296848297
10,857,[0.3 0.  0.2 1.  1.1 0.4 0.  1.  0.9 0.5],0.038895295932888985
10,858,[0.3 0.  0.2 1.  1.1 0.4 0.  1.  0.9 0.5],0.0389039795845747
10,859,[0.5 0.  0.2 1.  1.1 0.4 0.  1.  0.9 0.5],0.03891997039318085
10,860,[0.3 0.  0.2 1.  1.1 0.4 0.  1.  0.9 0.5],0.0389342475682497
10,861,[0.3 0.  0.2 1.  1.1 0.4 0.  1.  0.9 0.5],0.03896949999034405
10,862,[0.3 0.  0.2 1.  1.1 0.4 0.  1.  0.9 0.1],0.039041128009557724
10,863,[0.3 0.  0.2 1.  1.1 0.4 0.  1.  1.1 0.5],0.03945457935333252
10,864,[0.3 0.  0.2 1.  1.1 0.4 0.  1.  1.1 0.5],0.03948409669101238
10,865,[0.3 0.6 0.2 1.  1.1 0.4 0.  1.  0.9 0.5],0.03959016688168049
10,866,[0.9 0.  0.5 1.  1.1 0.  0.  0.8 1.1 0.3],0.04001186601817608
10,867,[0.5 1.  0.5 1.  1.1 0.  0.  0.9 1.1 0.3],0.04054738022387028
10,868,[0.7 0.5 0.  1.  1.1 0.4 0.  0.8 1.1 0.3],0.04082491062581539
